Code,City,Name,Address,Phone
343,Bekasi,KCP Cikarang ,Ruko Cikarang Plaza Jalan Yos Sudarso Blok B No. 5-6 Bekasi Jawa Barat 17530 ,021-8900185 8900867-68
5220,Bekasi,KCP Lippo Cikarang ,Jalan M. Thamrin Blok B-9 Thamrin Square Lippo City Cikarang Bekasi Jawa Barat 17530 ,021-8972455 89907269
5770,Bekasi,KCP Taman Galaxi ,Jalan Raya Taman Galaxi Blok A/31 Bekasi Jawa Barat 17147 ,021-82408824-25
6870,Bekasi,KCP Pondok Gede Plaza ,Ruko Pondok Gede Plaza Blok H no. 3 & 5 Jalan Raya Pondok Gede Jawa Barat 17411,
58,Bengkulu,KCU Bengkulu ,Jalan S. Parman No. 66 Bengkulu 38223 Bengkulu ,0736-21704 20819 22987
90,Blitar,KCU Blitar ,Jalan Cepaka No. 17  Blitar 66111 Jawa Timur  ,0342-807888
95,Bogor,KCU BOGOR ,Jalan Ir Juanda 28 Bogor 16122,0251-314411
174,Bogor,KCP Taman Topi Square ,Jalan Dewi Sartika 36 Bogor Jawa Barat 16121 ,0251-321237 314484 328784
427,Bogor,KCP Siliwangi ,Jl.Siliwangi 101 Bogor Jawa Barat 16142 ,0251-313737
166,Bogor,KCP Cimanggis ,Jalan Raya Bogor Km. 29 Cimanggis - Cibinong Jawa Barat 16951 ,021-8711571 8711575
8050,Bukit Tinggi,KCU Bukit Tinggi ,Jalan A. Yani No. 51 Bukittinggi 26113 Sumatera Barat ,0752-627888 
183,Cianjur,KCU Cianjur ,Jalan Hos Cokroaminoto 56-58 Cianjur 43215 Jawa Barat ,0263-262067-9 262158 262158
96,Cilacap,KCU Cilacap ,Jalan A. Yani 118 Cilacap 53212 Jawa Tengah ,0282-535120-21 531281
134,Cirebon,KCU Cirebon ,Jalan Yos Sudarso 27 Cirebon 45111 Jawa Barat ,0231-232701 234348-9
40,Denpasar,KCU Denpasar ,Jalan Hasanudin 58 Denpasar 80119 Bali ,0361-420186 421431 431012-14 434089 434787
7725,Denpasar,KCP Renon ,Jalan Prof. Mohammad Yamin No. 11 A Renon Denpasar 80226 Bali ,0361-242888
8690,Depok,KCU MARGONDA ,Jalan Margonda Raya No. 182 Depok 16423,021-7772930
421,Depok,KCP Margo City ,Margo City Unit GF 11 Jalan Margonda Raya No. 358 Depok Jawa Barat 16423 ,021-7870342 7870343
267,Depok,KCP Cinere ,Jalan Cinere Raya Blok A/18-19 Sawangan Jawa Barat 16514 ,021-7543388
148,Garut,KCU Garut ,Jalan Ciledug 162 Garut 44112 Jawa Barat ,0262-231304
7900,Gresik,KCU Gresik ,Jalan R.A Kartini 98B-100 Gresik 61122 Jawa Timur ,031-3984216-20
150,Gresik,KCP Gresik ,Jalan Dr. Sutomo 48 Gresik 61111 Jawa Timur ,031-3975401-04
119,Jambi,KCU Jambi ,Jalan Dr. Sutomo 50-50A Jambi 36113 Jambi ,0741-21116
8140,Jayapura,KCU Jayapura ,Komp. Pertokoan Jayapura Pasific Permai Blok C - 30/31 Jalan Sam Ratulangi Dok II Jayapura 99112 Papua,0967-550622
24,Jember,KCU Jember ,Jalan Gajah Mada 14-18 Jember 68131 Jawa Timur ,0331-484535
113,Jombang,KCU Jombang ,Jalan KH Wahid Hasyim 20 Jombang 61415 Jawa Timur ,0321-862237
33,Kediri,KCU Kediri ,Jalan Brawijaya 8 Kediri 64123 Jawa Timur  ,0354-681057
7910,Kendari,KCU Kendari ,Jalan Drs. H. Abd. Silondae 129 A-B Kendari 93111 Sulawesi Tenggara ,0401-325200 32787-88
297,Kisaran,KCU Kisaran ,Jalan Cokroaminoto No. 28 Kisaran 21215 Sumatera Utara ,0623-41769
31,Kudus,KCU Kudus ,Jalan A Yani 91 Kudus 59317 Jawa Tengah ,0291-432741-432744
314,Kupang,KCU Kupang ,Jalan Tompello 23 A Kupang 85119 Nusa Tenggara Timur ,0380-832801
146,Kuta,KCU Kuta ,Jalan Raya Kuta 121 Kuta 80361 Bali ,0361-754115
296,Lhokseumawe,KCU Lhokseumawe ,Jalan Merdeka 13-14 Lhokseumawe 24313 Nanggroe Aceh Darussalam ,0645-41305
57,Lubuk Linggau,KCU Lubuk Linggau ,Jalan Yos Sudarso No. 155 Lubuk Linggau 31625 Sumatera Selatan,0733-322072 321419 321322 324897 322815
177,Madiun,KCU Madiun ,Jalan Jend. Sudirman 79-81 Madiun 63132 Jawa Timur  ,0351-463443
122,Magelang,KCU Magelang ,Jalan A. Yani 1 Magelang 56117 Jawa Tengah ,0293-367777
25,Makassar,KCU Makassar ,Jalan Jend. A. Yani 31 Makassar 90174 Sulawesi Selatan ,0411-319208
8160,Malang,KCU Borobudur ,Jalan Borobudur Kompleks Ruko Kav. 3 B-C-D Malang 65125 Jawa Timur  ,0341-498100 484535
62,Malang,KCP Kudusan ,Jalan KH Zainul Arifin 78 Malang 65118 Jawa Timur  ,0341-364892 363841
11,Malang,KCU Malang ,Jalan Jend. Basuki Rachmat 70-74  Malang 65111 Jawa Timur  ,0341-364500
26,Manado,KCU Manado ,Jalan Sam Ratulangi 17-19 Manado 95111 Sulawesi Utara ,0431-868438-43
56,Mataram,KCU Cakranegara ,Jalan Pejanggik 67 Mataram 83231 Nusa Tenggara Barat ,0370-632588
195,Medan,KCU Asia ,Jalan Asia No. 170 Medan 20214 Sumatera Utara ,061-7365800
383,Medan,KCU Bukit Barisan ,Jalan Bukit Barisan 3 Medan 20111 Sumatera Utara ,061-4515800 4557133
22,Medan,KCU Medan ,Jalan Diponegoro 15 Medan 20112 Sumatera Utara ,061-4155800 4148800 4575800
349,Medan,KCP Iskandar Muda ,Jalan Iskandar Muda 123 Medan 20153 Sumatera Utara ,061-4144500
8000,Medan,KCP Katamso Medan ,Jalan Brigjen Katamso 56 B-C Medan 20151 Sumatera Utara ,061-4564800
7780,Medan,KCP Pusat Pasar ,Jalan Pusat Pasar No. 2 A/P 359 Komplek Medan Mall Medan 20212 Sumatera Utara ,061-4519899 4520635
50,Mojokerto,KCU Mojokerto ,Jalan H.O.S. Cokroaminoto 5 Mojokerto 61313 Jawa Timur ,0321-321137
32,Padang,KCU Padang ,Jalan H. Agus Salim No. 10 A Padang 25121 Sumatera Barat ,0751-32111
163,Padang,KCP Pemuda ,Jalan Pemuda No. 17 Padang 25117 Sumatera Barat ,0751-34161 33427
8600,Palangkaraya,KCU Palangkaraya ,Jalan Dr.Murjani No. 67 Pahandut Palangkaraya 73111 Kalimantan Tengah ,0536-3232168
21,Palembang,KCU Palembang ,Jalan Kapten Rivai 22 Palembang 30129 Sumatera Selatan ,0711-312244
45,Palembang,KCP Mesjid Lama ,Jalan Mesjid Lama 27-31 Palembang 30129 Sumatera Selatan ,0711-360300 357789
7920,Palu,KCU Palu ,Jalan Emmy Saelan 17 Palu 94113 Sulawesi Tengah ,0451-455575
41,Pangkal Pinang,KCU Pangkal Pinang ,Jalan Masjid Jamik 15 Pangkal Pinang 33132 Bangka Belitung,0717-432122 432139 432144 432160
8460,Pare Pare,KCU Parepare ,Jalan Makkasau No. 34 Parepare 91114 Sulawesi Selatan ,0421-28445 28446
199,Pasuruan,KCP Pandaan ,Jalan RA. Kartini 2 Jogosari - PandaanPasuruan 67156 Jawa Timur ,0343-631513 631581-83
89,Pasuruan,KCU Pasuruan ,Jalan Perwira 200  Pasuruan 67111 Jawa Timur ,0343-426651-54
238,Pekalongan,KCU Pekalongan ,Jalan  Diponegoro 27 Pekalongan 51116 Jawa Tengah ,0285-424783 424476-77
34,Pekan Baru,KCU Pekanbaru ,Jalan Jend. Sudirman 448 Pekanbaru 28115 Riau ,0761-34522
144,Pekan Baru,KCP Juanda ,Jalan Ir Juanda 73-75 Pekanbaru 28151 Riau ,0761-32198 32998
8200,Pematang Siantar,KCU Pematang Siantar ,Jalan Merdeka No. 39 Pematang Siantar 21117 Sumatera Utara ,0622-434800
29,Pontianak,KCU Pontianak ,Jalan A. Yani No.6 Pontianak 78122 Kalimantan Barat ,0561-736305
171,Pontianak,KCP Rahadi Usman ,Jalan Rahadi Usman No.4 Pontianak 78117 Kalimantan Barat ,0561-733482 740814-15
300,Prabumulih,KCU Prabumulih ,Jalan Jend. Sudirman 369-370 Prabumulih 31121 Sumatera Selatan ,0713-323888 322551 320788325139 325137
39,Probolinggo,KCU Probolinggo ,Jalan Suroyo 28Probolinggo 67211 Jawa Timur ,0335-421148-436-638 422328-374-401
231,Purwakarta,KCU Purwakarta ,Jalan Jend. Sudirman 85 Purwakarta 41114 Jawa Barat ,0264-201311
81,Purwodadi,KCU Purwodadi ,Jalan MT Haryono 2 Purwodadi 58111 Jawa Tengah ,0292-421401
46,Purwokerto,KCU Purwokerto ,Jalan Jend. Sudirman 391 A Purwokerto 53116 Jawa Tengah ,0281-632111
13,Salatiga,KCU Salatiga ,Jalan Diponegoro 15 Salatiga 50711 Jawa Tengah ,0298-326060-61
27,Samarinda,KCU Samarinda ,Jalan Jend. Sudirman 30 Samarinda 75111 Kalimantan Timur ,0541-738900
254,Samarinda,KCP Abdul Hasan ,Jalan KH. Abdul Hasan 8-9 Samarinda 75111 Kalimantan Timur ,0541-202467-8
182,Semarang,KCU Gang Tengah ,Jalan Gang Tengah 88 Semarang 50137 Jawa Tengah ,024-3516854 3516856
9,Semarang,KCU Semarang ,Jalan Pemuda  90-92 Semarang 50133 Jawa Tengah ,024-3510575 3548003
7830,Semarang,KCP Grajen ,Jalan MT Haryono 337 Semarang 50136 Jawa Tengah ,024-3565405 3565406
462,Semarang,KCP Majapahit ,Jalan Majapahit 112 Semarang 50161 Jawa Tengah ,024-6722048 6722049
246,Semarang,KCP Siliwangi ,Jalan Jend. Sudirman 39 Semarang 50141 Jawa Tengah ,024-7601435 7605611
409,Semarang,KCP Suari ,Jalan Suari 18 Semarang 50121 Jawa Tengah ,024-3556578 3554773 3554774
245,Serang,KCU SERANG ,Jalan Diponegoro No. 14 Serang Banten 42112,0254-201411 201277
18,Sidoarjo,KCU Sidoarjo ,Jalan Ahmad Yani 39 A Sidoarjo 61212 Jawa Timur ,031-8962611 8968801-5
271,Sidoarjo,KCP Sepanjang ,Jalan Raya Wonocolo 59 Taman Sepanjang Sidoarjo 61257 Jawa Timur ,031-7874101-03
8270,Singaraja,KCU Singaraja ,Jalan Dr. Sutomo 3 Singaraja 81113 Bali ,0362-23761-66
8170,Singkawang,KCU Singkawang ,Jalan GM Situt No.12 B Singkawang 79123 Kalimantan Barat ,0562-636351
121,Situbondo,KCU Situbondo ,Jalan Diponegoro 68 Situbondo 68311 Jawa Timur ,0338-671155 672011 672156 672267
15,Solo,KCU Solo Slamet Riyadi ,Jalan Brigjen Slamet Riyadi 3 Solo 57112 Jawa Tengah ,0271-642225
7850,Solo,KCU Solo Veteran ,Jalan Veteran 307 Solo 57154 Jawa Tengah ,0271-663477
78,Solo,KCP Pasar Klewer ,Jl. KH. Hasyim Ashari Solo 57115 Jawa Tengah ,0271-662951 663015 652515
55,Subang,KCU Subang ,Jalan Otto Iskandardinata 37 Subang 41211 Jawa Barat ,0260-411602 411604 411605
38,Sukabumi,KCU Sukabumi ,Jalan A. Yani 31 Sukabumi 43111 Jawa Barat ,0266-224455
88,Surabaya,KCU Darmo ,Jalan Raya Darmo 5 Surabaya 60265 Jawa Timur ,031-5671003-08
258,Surabaya,KCU Diponegoro ,Jalan Dr Sutomo 118 Surabaya 60241 Jawa Timur ,031-5671243
7880,Surabaya,KCU Galaxy ,Jalan Kertajaya Indah Timur No. 37-39 Surabaya 60117 Jawa Timur ,031-5929919
8290,Surabaya,KCU HR Muhamad ,Jalan HR Muhamad 17 Surabaya 60189 Jawa Timur ,031-7346460 7327907 7327921
468,Surabaya,KCU Indrapura ,Jalan Indrapura 35 Surabaya 60176 Jawa Timur ,031-3572888
8220,Surabaya,KCU Rungkut ,Jalan Kendangsari Industri 2 Surabaya 60292 Jawa Timur ,031-8438284
10,Surabaya,KCU Veteran ,Jalan Veteran 18-24 Surabaya 60175 Jawa Timur ,031-3531136
329,Surabaya,KCP Baliwerti ,Jalan Baliwerti 119-121 Kav. 37-38 Surabaya 60174 Jawa Timur ,031-5319732 5324502 5324497
388,Surabaya,KCP Dharma Husada ,Jalan Dharmahusada No. 203 Surabaya 60132 Jawa Timur ,031-5947633 5947676
213,Surabaya,KCP Kapasan  ,Jalan Kapasan 155 Surabaya 60136 Jawa Timur ,031-5032213 5030661 5037286
101,Surabaya,KCP Kapas Krampung ,Jalan Kapas Krampung 126-126A-B Surabaya 60136 Jawa Timur ,031-5032213 5030661 5037286
103,Surabaya,KCP Kedungdoro ,Jalan Kedungdoro 118 Surabaya 60251 Jawa Timur ,031-5321787 5345161 5345518 5318997
464,Surabaya,KCP Kertajaya Indah ,Jalan Manyar Kertoardjo 95 Surabaya 60285 Jawa Timur ,031-5924592-93 5930739 5941116
188,Surabaya,KCP Kusumabangsa ,Jalan Kusumabangsa No. 35 Surabaya 60272 Jawa Timur ,031-5344383
107,Surabaya,KCP Mangga Dua Sby ,Jalan Jagir Wonokromo 100 Pertokoan Mangga Dua Blok B-6 No.1 Surabaya 60244 Jawa Timur ,031-8474880 8417077 8491093-94
130,Surabaya,KCP Manyar ,Pert.Manyar MI.PlzBlok D14-15Jl.Ngagel Jaya Selatan Surabaya 60245 Jawa Timur ,031-5020618-19 5012138
463,Surabaya,KCP Margomulyo ,Jalan Margomulyo No. 9 Blok AA 11-12 Surabaya 60186 Jawa Timur ,031-7494218 7494214
102,Surabaya,KCP Pasar Atum ,Pasar Atum Mall Lantai 2 Stand No. BA-1 s/d BA-7 Jalan Stasiun Kota No. 7A Surabaya 60141 Jawa Timur ,031-3530927
216,Surabaya,KCP Pondok Chandra ,Komp. Pertokoan Pondok Chandra Jalan Palem TC 09 Surabaya 60400 Jawa Timur ,031-8666842 8666928
5120,Surabaya,KCP Prapen ,Jalan Raya Prapen 38 Surabaya 60299 Jawa Timur ,031-8419750
87,Surabaya,KCP Sungkono ,Komp. Darmo Park I No.4-6 Jalan Mayjen Sungkono Surabaya 60226 Jawa Timur ,031-5671483 5681654 5683202 5687118-19
36,Surabaya,KCP Slompretan ,Jalan Slompretan 43 Surabaya 60161 Jawa Timur ,031-3534241 3550728
214,Surabaya,KCP Tidar ,Jalan Tidar 109 Surabaya 60252 Jawa Timur ,031-5319351 5459062-63
14,Surabaya,KCP Tunjungan ,Jalan Tunjungan 51 Atas Surabaya 60725 Jawa Timur ,031-5322901-03 5319443 5478901 5341579 5319473
108,Tangerang,KCU TANGERANG ,Jalan Kisamaun No. 57 Tangerang 15118,021-5521125
497,Tangerang,KCU SERPONG ,Wisma BCA BSD City Kav. CBD Lot I.3 Jalan Pahlawan Seribu Tangerang 15321,021-53165111
345,Tangerang,KCP Pondok Lestari ,Ruko Pdk Lestari Blok C/7-8 Jalan Ciledug Raya Tangerang 15157 Banten ,021-5847619 5847620
6040,Tangerang,KCP Alam Sutera ,Jalan Sutra Niaga I No.39 Ruko Alam Sutra Raya Serpong Tangerang 15325 Banten ,021-53120937-38
8830,Tangerang,KCP Gading Serpong ,Summarecon Mal Serpong Unit DGF - 17 B Lantai Dasar - Down Town Walk Tangerang 15810 Banten ,021-5461433 5462877 5462883 54215889
6050,Tangerang,KCP Villa Melati Mas ,Komp. Pertokoan Villa Melati Mas Blok SR 1 No.18-19 Jalan Raya Serpong Tangerang 15310 Banten ,021-5372302
7130,Tangerang,KCP Cibodas ,Perum Ciobodas Ruko Dutamas Plaza Blok A/23 Tangerang Banten 15138 ,021-5527380 5527938 55288487
8680,Tangerang,KCP Cikokol ,Komp. Mahkota Mas Blok C 5-6 Jalan MH.Thamrin Tangerang Banten 15117 ,021-55744267
6890,Tangerang,KCP MH. Thamrin ,Jalan MH. Thamrin 9 Cikokol Tangerang Banten 15117 ,021-5549507
23,Tanjung Karang,KCP Tanjung karang ,Jalan Raden Intan No. 38 Bandar Lampung 35111 Lampung ,0721-262379 253749
380,Tanjung Pinang,KCU Tanjung Pinang ,Jalan Temiang 27-29 (Riau) Tanjung Pinang 29111 Riau ,0771-23571 (h) 23643 (h) 23612 (h)
7805,Tarakan,KCU Tarakan ,Jalan Yos Sudarso No. 8 Kel. Karang Rejo Pantai Kec. Tarakan Barat Tarakan 77112 Kalimantan Timur ,0551-23999
54,Tasikmalaya,KCU Tasikmalaya ,Jalan HZ Mustofa 300 Tasikmalaya 46124 Jawa Barat ,0265-332005
42,Tebing Tinggi,KCU Tebing Tinggi ,Jalan Jend.Sudirman 225-227-229 Tebing Tinggi 20615 Sumatera Utara ,0621-21242
47,Tegal,KCU Tegal ,Jalan AR. Hakim 2 Tegal 52131 Jawa Tengah ,0283-356889 
8240,Tuban,KCU Tuban ,Jalan Panglima Sudirman 35 Tuban 62314 Jawa Timur ,0356-328611-14
48,Tulungagung,KCU Tulungagung ,Jalan Diponegoro 54 Tulungagung 66217 Jawa Timur ,0355-323105-07 327543 325954
37,Yogyakarta,KCU  Yogyakarta ,Jalan Jend. Sudirman 49-51 Yogyakarta 55223 Jawa Tengah ,0274-517281
169,Yogyakarta,KCP Ahmad Dahlan ,Jalan KH.A.Dahlan No. 27 Yogyakarta 55122 DI Yogyakarta ,0274-377115 373393 412143 4199285
445,Yogyakarta,KCP Katamso ,Jalan Brigjen Katamso 141 Yogyakarta 55121 DI Yogyakarta ,0274-371454
